text,reviewId,url,placeId,categoryName,stars,reviewImageUrls/0
"Stopped by for lunch with the wife after hearing about this place for a couple of years and boy does it not disappoint. Your first decision to be made is whether you’re going enjoy the all day breakfast menu or go for the other side which is just as equally good. I decided to go with the hamburgers and yes that is plural. Two patties come on a wheat bun that is spot on. I chose to have mine with the pimento cheese which was a great choice. It also came with a side of spinach, tomatoes and some delicious pickles. The wife had the bruschetta with a side of green beans and you can see by the photos this did not disappoint either. Can’t wait to go back and try some of the breakfast items.",ChZDSUhNMG9nS0VJQ0FnSUNRMVpuR0RREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPGJadWxjfdDQkl9JiMtpXtiI_iujexfDj1W5b4=w150-h150-k-no-p
"A great place, great food, amazing vibe. Pretty homely.",ChZDSUhNMG9nS0VJQ0FnSURPaGItNUlBEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNWjf0ad-_WAaY5LW-9jMYZR5xveJXMCGZlqx18=w150-h150-k-no-p
"Yes for a Brunch Date, Yes it's My Favorite breakfast spot in Atlanta. First time I went I got my regular ihop style breakfast: , French toast, eggs, and bacon. The very next time, I tried something out of the usual when I asked the friendly server for a chicken biscuit covered in gravy.

That may have been the best choice of my entire life. It was delicious and I feel like I can still taste it.

I'm looking at the photo now and it really doesn't do it justice.",ChdDSUhNMG9nS0VJQ0FnSURRaHY2QTl3RRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOVVP65hXHOkIO_PSZd1n2pCCdezpFwMXpczo8c=w150-h150-k-no-p
"A local favorite. A large variety of southern comfort food. It’s very popular so expect a wait if you come after 10:00am. Service was fast and friendly and food is great.  The restaurant, not a stand out from the outside appearance, is eclectic and has a welcoming atmosphere with several dining areas and a counter. We had chicken and gravy, an omelet with pancake , a breakfast sandwich and a eggs-bacon-grits with a pancake and beverages. All great for $10-12 per person.",ChdDSUhNMG9nS0VJQ0FnSURBMzZTQjRBRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOyHNzX4Ly0NDhvdb9sTJ31e-_q0ctx2an7gDwh=w150-h150-k-no-p
The entire place is a mood u gotta treat urself to the experience. U will love it. So mad i been in atl 12yrs and jus found this spot. 💜💜💜 #mrcakemehappy #jdotbrwn,ChZDSUhNMG9nS0VJQ0FnSUNlOVpHUmNnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipM_cQ555vQN0RPuAYRf2KyucpkKe9lZ31uhrAli=w150-h150-k-no-p
"So delicious! Huge portions and definitely shareable. Love going on weekdays as the wait is not usually too long. This place is always busy though. And for good reason. Breakfast is so quick and so good! Variety of options for vegetarians and other dietary restrictions. A great cup of coffee and awesome, friendly service. What’s not to love? One of my favorite breakfast spots in the city. Pancakes were my fav you must try!",ChZDSUhNMG9nS0VJQ0FnSURVaXJTNFdREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMvqTsbYVDyGGNg2lFajr4AP8Oe3wNJLGqg5yQ9=w150-h150-k-no-p
"This place definitely lives up to the hype!!! First, let me start by saying the place is reminiscent of your grandmothers kitchen or a small town diner. I absolutely loved it. The food was so delicious and the prices were around $10-$12 an entree (average)! The food portions were ridiculously large, so worth every penny that you pay. You will definitely leave there full and satisfied. Last but not least, the ""young"" man playing the xylophone....what an awesome and original touch.

Side note.....Don't go there if you're in a rush, because this place stays packed. However, it is definitely worth the wait!",ChdDSUhNMG9nS0VJQ0FnSUNnbEpQaC1RRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMM3jmm2tD_nazhN7tNHngGK_RnZmoo3ajvUfkD=w150-h150-k-no-p
"This place was hyped up and for good reason.  The food, vibe are amazing. Love this place",ChZDSUhNMG9nS0VJQ0FnSUNPbU9YYVF3EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipP7OWpELUudyIZnq1cMMDbLcfQU-5as5-uwuvva=w150-h150-k-no-p
I enjoyed this cute little hipster spot. They offered quick service and hot food. The food tasted good and the service was great. I’d go back and try different dishes.,ChZDSUhNMG9nS0VJQ0FnSUNxMTZlak93EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipOek04zRHzsr9oXqZ5ylDdFq08KLAhb-JX_WiPD=w150-h150-k-no-p
Seriously the BEST fried green tomatoes I have ever had! The owner of this joint is beyond rad and incredibly personal. He made our meal an experience. The staff are super sweet and all the food we had was tasty. Couldn't give this place enough accolades!,ChZDSUhNMG9nS0VJQ0FnSURxZ3N1cFdnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipO4PjcX-aVw5Jg8VoGD3jj5r9ipypwpLkNNr-mx=w150-h150-k-no-p
The food is pretty much always delicious the customer service was friendly and efficient! I had some friends meet me here this was there 1st time but the loved it also!,ChZDSUhNMG9nS0VJQ0FnSURvcEtxTllnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMV-9pjr37m_QeJz9Rr5ZX9licz7CMPWgXH4y_l=w150-h150-k-no-p
"Food was really good. Service time was pretty good. Only complaint i had was the cleanliness, the staff weren’t wearing gloves and they were handling good, drinks and more. The dishes weren’t very clean to eat off of.",ChdDSUhNMG9nS0VJQ0FnSURJM0wtYnB3RRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNtLa5VykjhHls4tUF8I6DuFJxmYbTF5ojIv8fd=w150-h150-k-no-p
"Omg, I enjoyed every single bite of my food. For some strange reason I order pancakes and was very surprised at there gigantic-ness. The pimento cheese was the best on my eggs served scrambled of course. I will forever recommend this azz food joint. Go enjoy like I did.
P.s. not much parking",ChZDSUhNMG9nS0VJQ0FnSUN3bmRIdkVnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNUaMR_KYMXWkeBBtVVcLJKwhLYwPOFBnYAPqHi=w150-h150-k-no-p
Food was great . A real home cooking experience. Staff was awesome. Our waiter named Austin she was great . Our first meal in GA when we got there from Florida.,ChZDSUhNMG9nS0VJQ0FnSURxc05DLUVBEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPCWqBhnmSAVNVzha0-Ugc1E2OonvnypFlzmFx2=w150-h150-k-no-p
"Homegrown is a popular restaurant in Atlanta. I felt that the food was good but not great, especially for the price. The server was friendly and helpful picking out menu items for my friend on a vegan diet. The restaurant has the atmosphere of a cafe with artwork decorating the walls.",ChdDSUhNMG9nS0VJQ0FnSURBN3FtdWdBRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,3.0,https://lh5.googleusercontent.com/p/AF1QipO2p1m9jFf8gUqdcrMgPaoy1OQAl0zR0NJ_iu2v=w150-h150-k-no-p
"They served me egg beaters not real eggs and were warm.
The bacon was dried out and didn't serve any fresh bacon.
The grits were beyond salty I could not eat them.
The chocolate chip pancakes were the only decent item I had.",ChZDSUhNMG9nS0VJQ0FnSUQ4MzdEYU53EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,1.0,https://lh5.googleusercontent.com/p/AF1QipMTUavTgDDap4D__BlFaerWop9BVo3pFRKk4sM=w150-h150-k-no-p
"This fried chicken sandwich was my last meal in the South, and was amazing. Chicken was juicy, breading was crispy, and the bread was soft and delicate. The biscuit I had on the side was so soft and comforting. The jalapeno cole slaw was alright I think it was a little dry for me, but it did have a nice little spice. Most of the stars I'm giving are for the quirky ambiance of this place. There was so much local art everywhere and a cute little thrift shop area in the back to peruse while you wait for your food.",ChZDSUhNMG9nS0VJQ0FnSURBcjdQa0N3EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipODfk79oiFO4h5nOWBDNFO41GrGn1LX-F7hK-X-=w150-h150-k-no-p
"I always get the comfy chicken biscuit with their homemade pork sausage gravy, this time I ordered from the lunch menu and it was solid.",ChZDSUhNMG9nS0VJQ0FnSUNna1ptaE53EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipO_5uIKtwYy-IqpVj0EzovOP2izBMVkN1gyG-HH=w150-h150-k-no-p
"Ordered the skinny chicken with grapefruit juice. The juice was very refreshing, with a little bit bitterness. The skinny chicken was very good, with rich seasonings. However, the spinach was a little too oily and salty for me. Didn’t enjoy it that much.
Perhaps I should order their comfy chicken, which seems to be their signature dish, instead of the skinny version.
The service was good and this place was really crowded. We managed to grab two bar seats and got our food promptly. No complaints on that.",ChZDSUhNMG9nS0VJQ0FnSURBaHZpX1hnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,3.0,https://lh5.googleusercontent.com/p/AF1QipOZqnxk9543_u-R_yhC0gCMadKdpjJYPreHf4sD=w150-h150-k-no-p
"Been in Atlanta for a few days for vacation, and this is easily the best restaurant we've been to. A mix of breakfast classics and unique dishes allowed my kids to have a yummy waffle and biscuit sandwich, while I had the AA's breakfast bruschetta (can't recall the actual name), and it was a perfect mesh of flavor. One of the few restaurants observing all Covid protocols while still providing fantastic service. Really cool decor topped it all off. You should definitely check this place out!",ChZDSUhNMG9nS0VJQ0FnSUNLeHJmUERBEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOT-1jCoxvPJhLNM6tDqg-diWb5ujB-FYQDlOoC=w150-h150-k-no-p
"Breakfast dog, southern comfy, and chocolate chip pancake. All very good - only negative is the coffee is very hot and I could not enjoy it until I had finished my meal and it cooled off.",ChdDSUhNMG9nS0VJQ0FnSURLMnRYTm5nRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOwT9zDDJJXbDfxxjVl7tAHMuj9PldxgTiRgye6=w150-h150-k-no-p
"Cool, eclectic, home feeling restaurant with EXCEPTIONAL customer service!  I dont think I chose the best first time item on the menu, for my personal taste, but I could tell by the tables and around me, the chicken and biscuits might be the sweet spot so I will definitely be back!  The breakfast Sammy is pretty good, but slightly overpowering for my taste buds.  There is a a strong onion spread on it, coupled with the Everything Bagel seasonings, and it's a tad too much for my preference.  I think it would be amazing with just adding melted cheese and plain cream cheese vs the onion spread.  Nonetheless, very fresh and if you like strong items, you would probably love it!  The customer service from the moment you step in, to the moment you check out, is top notch!  I will be back to find my 5 star meal!",ChZDSUhNMG9nS0VJQ0FnSUNveVBPbURnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipP5L7fKIwLKGv5ts23YnqKJjbA55GfIFpe8UAFs=w150-h150-k-no-p
"The food, the atmosphere, the staff was all amazing. My husband and I are always looking for a new restaurants and we have found one in Home Grown. We will be back.",ChZDSUhNMG9nS0VJQ0FnSURZMXJuU1l3EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPxz5XNd6ducNZuqhLsIcms4f4tTWNQ02KPq1c8=w150-h150-k-no-p
"Food was terrific. They have a lot of seating space in between tables. But to to it all off,  our waiter was ""over the top awesome"". When coming here,  ask for him. And definitely try the ""Cage Fighter"".",ChZDSUhNMG9nS0VJQ0FnSURTdnVyQVFnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOcPpMKadUNtRGEiG5j8Os4Umhyhz8OH-T-YhwH=w150-h150-k-no-p
"I love this place and go here a lot. I've tried several different menu options but my favorite is probably the Lynn stack. Love the atmosphere and the staff too, it's always a positive experience! They have a cute little thrift shop in the back that you should check out if you have time. It's adorable!",ChZDSUhNMG9nS0VJQ0FnSUNBemNfNEFnEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOtgl6yISRcsWG8YsiIBPe8Ina5x5rRONWMcq0o=w150-h150-k-no-p
This place is definitely over rated. The hot chocolate was nasty. The chorizo quesadilla was ok.  The pan cakes were just ok,ChdDSUhNMG9nS0VJQ0FnSUNTb0phay1BRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,3.0,https://lh5.googleusercontent.com/p/AF1QipOH_KtfH6B2X4KgTjezyG79maiCvLYh8gUWV1sO=w150-h150-k-no-p
"Home Grown is consistently one of the best breakfast experiences in Atlanta.  Of course there is a wait, it's hugely popular,  but not for long. The food was great,  the staff was attentive,  the live music is a bonus and since it was Superbowl Sunday,  I even got the Atlanta Falcon's logo on my pancakes.  Cute touch.",ChZDSUhNMG9nS0VJQ0FnSUNnamFmRmZREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOr2BynrC8U-Gb-RgBgX69jOqUDVEkKSnyj9KRJ=w150-h150-k-no-p
"There are plenty of breakfast options, obviously, but this one takes the cake. If you can survive the ridiculously surely hosts then you are in for a treat. Ask for Miss Kris. Her impeccable service and warm hearted nature made our entire visit. My food could have been hotter, but the service won us overall and will bring us back, hence the 5 stars.",ChZDSUhNMG9nS0VJQ0FnSUNZcDdTZ0VREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMtI_P1Mt0SD0Lv2Ni_UhI_y1wYI6gXt6xIVI1Z=w150-h150-k-no-p
Food and service were both the great! When about a quarter till noon and everything flowed smoothly. There wasn't even a wait. I had the fried green tomatoes and salmon croquettes with a pimento cheese the dressing on the side. It was scrumptious,ChZDSUhNMG9nS0VJQ0FnSURBN3JmRFVREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOAdfc-w0wW-cRlDVDYJ8iI4ILQISlsTz-Lpf37=w150-h150-k-no-p
"This was sincerely one of the highlights of our trip to Atlanta! We came here for breakfast on the first morning of the trip and ended up having breakfast here everyday because the food is just that amazing. The portions are HUGE so you can live all day on that breakfast. The flavors are great,  the quality is high, they have a grill outside the restaurant, they have a boutique with fun and vintage stuff, the staff is so friendly and helpful and the decoration is lovely. I mean, I dream about having breakfast there at least once a week and I live so far away it isn't fair! A must go if you are in Atlanta.",ChZDSUhNMG9nS0VJQ0FnSUNBN055YVRREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPuUjO__DupeSqqKCj_pHBXdoYUGzk7VB5KQvKQ=w150-h150-k-no-p
"Any place that has a jazz pianist at 9am on Friday morning has to be great. It doesn't look like much from the outside. Varied menu, great breakfast spot.",ChdDSUhNMG9nS0VJQ0FnSURneG9XRDFRRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOLum-_8F6K4lHhJA4zkE4nQpMfgqI27hN6E_Lb=w150-h150-k-no-p
"Great atmosphere, great service, great food. I'm only traveling through town for a few days and I've already eaten there 3 times.",ChdDSUhNMG9nS0VJQ0FnSURNbklfZzh3RRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipO2Ik9Bh2Ndit4WoX1KFfggq4dpKdgLWukY-ZKh=w150-h150-k-no-p
"I loved this restaurant! The staff are friendly, the service is quick, the wait was short despite the line, and the food was to die for! I’m so glad I came here during my trip to Atlanta. I would highly recommend the Comfy Chicken and Biscuits, for which they’re famous and their fried pork chop and gravy 😊",ChZDSUhNMG9nS0VJQ0FnSUNRdW9mZUNBEAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMdsz2PiNNa1P0iokwhDDbktSoEDjX4aDMyTOrr=w150-h150-k-no-p
"Always a great experience!
The staff are super wonderful and do their best to fit the millions of people that want to eat here everyday morning. The food is awesome which explains the wait time if you arrive after 8:30am. The wait is honestly not so bad, especially because you can start sipping your coffee right when you enter and it will just be added to your tab.
There is art for sale hanging all throughout the restaurant from local artists and it changes constantly which provides a fun vibe and a good I Spy game.
This is the first place that I have ever enjoyed Fried Green Tomatoes despite my mother making me try them every year since birth so be sure to order that, you won’t be sorry.
I try to order something different each time I go and I have liked everything! A few of my favorites include the GIANT chocolate chip pancake, the chorizo tacos, the enchilada, and now the Breakfast Dog which was super satisfying with its fresh Pico de Gallo.",ChZDSUhNMG9nS0VJQ0FnSUNzdHYtRWR3EAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMxz1WfiS5zI6Hwe81up3mP69zuqpsD49lejV5h=w150-h150-k-no-p
"Final fantasy music? Check.
Cool, funky decor? Check.
Delicious smoky gravy, piled atop juicy fried chicken? Check.

This hole in the wall offers funky vibes and good service, with prices ranging around $10-15. Beware of parking, as the lot can fill up pretty quick.

ADA accessible and plenty of seating for children as well.",ChdDSUhNMG9nS0VJQ0FnSUR3cUxPR21BRRAB,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipN5Lizdu7K94CgRNzOFhCogg5GOUOQUoZmdp7Pt=w150-h150-k-no-p
The staff at this neighborhood joint are so friendly and attentive. Plus the veggie options are off the hook good. Makes going out to breakfast actually worth it!!,ChZDSUhNMG9nS0VJQ0FnSURtcTZfZlRREAE,"https://www.google.de/maps/place/Home+grown+GA+Restaurant/@33.8024586,-84.9197088,9z/data=!4m6!3m5!1s0x88f503fd3a38eb77:0xab27b394f0bc3f29!8m2!3d33.746684!4d-84.3558822!16s%2Fg%2F1trqj1bh?hl=en",ChIJd-s4Ov0D9YgRKT-88JSzJ6s,Family restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipP2RJTRNmBGXxdknjwQM81S9VYh10glU6GMmesq=w150-h150-k-no-p
