stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt_v2,gpt3_v2,prompt_v3,gpt3_v3,gpt3_v3.1,prompt_v4,gpt3_v4,sent_v2,sent_v3,sent_v3.1,sent_v4,reviewIdF,dalle_prompt,githubUrls/0
,,,"Don't miss this hole in the wall! Next corporate or school outing? That's an unequivocal yes! Each room is crafted with care that continually surprised us. Each time we thought we were close, we were dead wrong and were blown away with the next step. Bring your family, coworkers, friends, and anyone else who doesn't mind being locked in a room with you for an hour. (You aren't really locked in). The suspense was real and we finished with just 18 seconds left. Difficulty was perfect. This is a great way to spend an hour.",Breakout KC Escape Room | River Market,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQybVpPWjZnRRAB,Escape room center,https://lh5.googleusercontent.com/p/AF1QipPhlhBGAPg1INnZtoy9G_h_e-42eZEMUmQ58Rs6=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipPwRagmTIWtKym0bcI4G3E07HIcBfmk5Pi-L0kq=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMH-b8dezvjYLPSOXWMO_pzkHRVKNysuTnjE9O_=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOsOFiUTVbJYkpA8nK87oG_kXg4KgHzfiRb1wnO=w256-h256-p-k-no,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQybVpPWjZnRRAB!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgID2mZOZ6gE%7CCgsIhLKWlAYQkPSAXQ%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###," We escaped the Truman room! It was our first time doing a breakout room, and we couldn't be more excited to have done it! Fantastic experience with really fun people! Highly recommend Breakout KC! ",A Google Maps review about a Escape room center. ###, We had so much fun here with our group of 17.. ," Amazing team work, awesome props, fun layout and difficulty level. Enduring for about 90 mins and my team of four were ready for the next challenge. ",A Google Maps review about a Escape room center. ###, The employees were amazing and really nice.  They really go out of their way to make sure that you have fun and enjoy the game. The games were very challenging and exciting.  I had more fun than I could have imagined. ,positive,positive,positive,positive,ChdDSUhNMG9nS0VJQ0FnSUQybVpPWjZnRRABF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/406_ChdDSUhNMG9nS0VJQ0FnSUQybVpPWjZnRRAB_fake_reviewImageUrls_0.png
,,,"This was the 1st time my husband and I have done an escape room. It was so much fun, I highly recommend it for a date night!!! We are looking forward to the next adventure at Breakout KC",Breakout KC Escape Room | River Market,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMyNWZHOXVRRRAB,Escape room center,https://lh5.googleusercontent.com/p/AF1QipODG7OrgalSzqIYZDM5Ug4_1bWNeypMRe5wc-tK=w256-h256-p-k-no,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMyNWZHOXVRRRAB!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgIC25fG9uQE%7CCgwI8MCdkwYQ2P2mnQI%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###," Always a fun time! Never too late in the evening either, which I appreciate! ",A Google Maps review about a Escape room center. ###," Played 3 different rooms... overall I give them all 4 stars. When it comes to good escape rooms, MIssouri is NO where near as good as they are here. ", I had my batmitzvah here and they treated it like a family member or friend birthday party and would go so much further to make it special for us ,A Google Maps review about a Escape room center. ###," Highly recommended! This was our first escape room and impressed us so much. Totally professional, we had so much fun with our friends. Great team, great service. ",positive,positive,positive,positive,ChdDSUhNMG9nS0VJQ0FnSUMyNWZHOXVRRRABF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/407_ChdDSUhNMG9nS0VJQ0FnSUMyNWZHOXVRRRAB_fake_reviewImageUrls_0.png
,,,"This was a great experience! We did the Sporting KC room with 5 adults plus a 5-year old and loved it! No spoilers, so all I'll say is don't let the small room deceive you. Plenty of clever things to discover.

They will give as many hints as you would like. Only the first requested 3 hints are free though. Anything beyond those 3 result in a 3-minute penalty each. You still get a full hour to break out, no matter how many hints you use. You're time will just look longer than one hour. This is how people get scores of 64 minutes, even though you only have an hour max.

The do give free hints if they see that you're stuck. These do not count against your 3 free requested hints, nor do they penalize your time.

My advice for the uninitiated is to not be afraid to use the hints! Especially if you're not going to try again at a later date. Enjoy the puzzles, but don't let them frustrate you. Make sure someone is keeping track of time so that you can pace the free hints.

The parking was a bit confusing. The building is close to some apartments and there's a few signs that explicitly say ""no parking"" for break out KC. Parking directly in front of the entrance says ""for tenants and patrons only"", which we had no idea what that meant. We ended up parallel parking in the street, just to be safe.",Breakout KC Escape Room | River Market,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNXcko2cWJBEAE,Escape room center,https://lh5.googleusercontent.com/p/AF1QipNfJBEo3-1jJpsDnQ-mwClkmMpRQR1GVhhDZcpc=w256-h256-p-k-no,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXcko2cWJBEAE!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgICWrJ6qbA%7CCgsIv-3GkAYQiOPlKw%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###," First time doing a breakout room with a group, it was a ton of fun and challenging. Our Team Time Wonder Woman finished in 42 minutes, disappointingly short! We will practice more before our next breakout! ",A Google Maps review about a Escape room center. ###," Oh wow, been wanting to do this, couldn't read the clue 😆 ", Amazing experience! I went there with my teammates for a training session and weren't sure about whether it would be a good time for us to go...Turns out that it was perfect. They literally took me back in time when I first realized that I was a puzzle solver. It wasn't until then that I understood how much I could learn from it. I'm excited to visit again! Done rating because we updated from one star to 5 stars. ,A Google Maps review about a Escape room center. ###," This place is awesome! It not only delivers the escape room experience, but also has great effects with moving images and lights! ",positive,positive,positive,positive,ChZDSUhNMG9nS0VJQ0FnSUNXcko2cWJBEAEF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/408_ChZDSUhNMG9nS0VJQ0FnSUNXcko2cWJBEAE_fake_reviewImageUrls_0.png
,,,"I attended the grand opening weekend of Sea Life Aquarium in April 2012. The aquarium has only gotten better with time. As others have mentioned, exhibits are very family friendly. It can take several hours to go through the entire space, depending on how much interest your little ones have. This space is geared more towards younger children than adults per say, but even adults will enjoy their time. Lots of things to do (touch pools, photo opportunities) and items to buy at the gift shop.",SEA LIFE Kansas City,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURHM19EWm5nRRAB,Tourist attraction,https://lh5.googleusercontent.com/p/AF1QipOoJOcp-CdX4E3wab8w7VPFKMsXVlWT59M8efkX=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMprxBuu-_M7EBXbS2lOgLumTZuyoi9wJxqx8Dc=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMCPsOWDXWWrpB_8i_abTY8PNLUzm1UboFbVa6k=w256-h256-p-k-no,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHM19EWm5nRRAB!2m1!1s0x0:0x4d9490d48e233cf5!3m1!1s2@1:CIHM0ogKEICAgIDG3_DZngE%7CCgwIqYLgjQYQ4LuJ3wE%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Tourist attraction. ###," Hawaii aquarium is pretty small and definitely not worth the price. A lot of the tanks had filters either right in front of the glass or just close by where you can't see the inside of the tank. Also they have lots of dead tanks which I get might be due to the fact that they have to import a lot of the sea life / supplies but I hope they can fill them with more sea life soon. They also have a couple of tanks that are pretty tiny compared to the bigger ones.

You do get to see sea turtles, sharks, stingrays and tons of other sea life however - overall I'd say it's a 3/5! ",A Google Maps review about a Tourist attraction. ###," I took my family during the fall season and can say the season and Ghost walk is priceless. We didn’t experience any paranormal activity and the place is clean and easily visited with baby. There is an upscale restaurant on the resort with great staff, however we didn’t have time for a lunch during our holiday passes. ", Finally got to ride one of the haunted House tower they have to take a train there and had to wait but was great ,A Google Maps review about a Tourist attraction. ###, Great place to stop and stretch. ,negative,positive,positive,positive,ChdDSUhNMG9nS0VJQ0FnSURHM19EWm5nRRABF,"A photo of a tourist attraction taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/409_ChdDSUhNMG9nS0VJQ0FnSURHM19EWm5nRRAB_fake_reviewImageUrls_0.png
,,,We escaped the Truman room. I recommend it. Very much enjoyed it and it was difficult. Great place for an event or an evening with family or friends.,Breakout KC Escape Room | River Market,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURncEpXR25nRRAB,Escape room center,https://lh5.googleusercontent.com/p/AF1QipMIzdTCHhi-o4g2U1l1p0lSn1vXMdprAvQ15Ics=w256-h256-p-k-no,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURncEpXR25nRRAB!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgIDgpJWGngE%7CCgwIlvSV0wUQwLz-7AE%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###," My sister, cousin and I went for a birthday outing and LOVED escape room leavenworth. Leslie was so much fun, Alex kept us all laughing and we got out with 9 seconds to spare! Highly recommend!! ",A Google Maps review about a Escape room center. ###, Had a ton of fun and everybody in our group got something out of it. , Awesome experience. Got contacted a few days ahead via a text to make sure we had time for them to see us. Our team of 7 went through about 2 hours. The rooms are clean and filled with puzzles.. ,A Google Maps review about a Escape room center. ###," 5 stars all the way!! The energy of this place is just so much fun. As soon as you walk in you feel like you’ve been transported to another magical world! The staff here is a dream. They’re super friendly and great with kids! They even made a point to make sure we were aware that they offer a family membership. They say they’re a magical world without the price of a flight, but they're a world that takes you away from just about anything else too! We had an absolutely magical time here and I couldn’t recommend it more! You can tell they put a lot of thought and love into the design of this place and it makes for the perfect escape! Go for a kids party! Come for a couples date! Completely worthy of everyone of your minutes here. I guarantee that you and your family and friends will love it as much as we did. 🧞‍♂️ ",positive,positive,positive,positive,ChdDSUhNMG9nS0VJQ0FnSURncEpXR25nRRABF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/410_ChdDSUhNMG9nS0VJQ0FnSURncEpXR25nRRAB_fake_reviewImageUrls_0.png
,,,Great experience for all ages. Came here once with a bachelor party and was so impressed that I brought my son for his birthday from Omaha to KC for his first escape room. Staff was great and the room was challenging but achievable. There are harder rooms that would be better suited for older groups but the fact that they have the difficulties is great.,Breakout KC Escape Room | River Market,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQwbGMyQVJ3EAE,Escape room center,https://lh5.googleusercontent.com/p/AF1QipPJeGCB7z-z26snC5blbNr5S39nrnlD16PTTlVJ=w256-h256-p-k-no,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQwbGMyQVJ3EAE!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgID0lc2ARw%7CCgwI1tyx7gUQkPLHiwE%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###," This was my first Escape Room experience and it was a blast! Love Hamilton was fun and accurately described in the name - Hamilton was difficult; Washington, Jefferson and Franklin were less difficult but more fun. We did the Love Hamilton room with 6 people - we got along very well and all contributed to our success. Only 1 of us had done an escape room before and he led us expertly. The other 5 had never done an escape room before, but everyone participated and offered suggestions. It was a fantastic team experience! Highly recommend! ",A Google Maps review about a Escape room center. ###, This awesome place has amazing rooms and a good deal on it. Staff was at the center helping when it needed or not and also let us test out a different room for free for trying. Highly recommend this place if you wanna challenge your self , This place is pure genius! My daughter and I get together once a month and it never stops being fun! Great mix of guests and staff. ,A Google Maps review about a Escape room center. ###, The absolute best place to have a party! Service was great and Cindy was amazing with the kids! Thank you again for an extraordinary time! ,positive,positive,positive,positive,ChZDSUhNMG9nS0VJQ0FnSUQwbGMyQVJ3EAEF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/411_ChZDSUhNMG9nS0VJQ0FnSUQwbGMyQVJ3EAE_fake_reviewImageUrls_0.png
,,,"I went to this place for the first time ever for my birthday and I made the comment that an insatiable, escape-room monster has been made of me. A little over a month later I’ve already gone through most of the rooms available, with plans to then move to the other location and start tackling the rooms available there as well. The amount of work that must have gone in to these rooms baffles me. There are some puzzles that, when solved, result in things to happen in the room that I’m not sure whether is through the work of intricate wiring or the diligence of the room attendant person. Speaking of room attendant person, I’ve had my party overseen by Alex most of the times I’ve been there and he is a treasure. Super helpful and personable, and so quick to observe when we’ve done something slightly wrong to nudge us a tad and tell us to hey maybe try that thing again. Of course his nudges are always warranted and never ruin any puzzle or sense of achievement we feel when we hear the lock click. He’s also very quick to deliver clues when we do ask for them, and the clues are always exactly what we need. I could go on forever about how much I enjoy this place, and recommend it to everyone, so I’ll just end this review here.",Breakout KC Escape Room | River Market,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNXcTRTa09nEAE,Escape room center,https://lh5.googleusercontent.com/p/AF1QipMrKP3SRhezL6NgEqZP9wo2MrHQRXNVJptZr58z=w256-h256-p-k-no,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXcTRTa09nEAE!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgICWq4SkOg%7CCgwIztyUkQYQ8Knt7wI%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###, Our Church Retreat involved 8 adults going to Wichita and doing a room escape! It was a great day and experience!!! We did Room 104 and finished with 7 minutes to spare! We had a great time and are ready to go again sometime soon! Satu is a great host and very patient with sending adults on a retreat experience! ,A Google Maps review about a Escape room center. ###," We booked our tickets in advance as they were extremely busy. We managed to make it into the right room, though the end mashup was challenging. The owners were informed and helped us continue on. "," Locally owned and operated. Down to earth, genuine people run a fun place. Lots of quests to try and a variety of themed rooms. Make sure to put $$$ in the envelope before you get bounced in for being claustrophobic. ",A Google Maps review about a Escape room center. ###, Love this place very fun experience with friends to try and figure out individual puzzles & find the items with other people.  Not as easy as it sounds and you don't have much time! Will be returning when I can! ,positive,positive,positive,positive,ChZDSUhNMG9nS0VJQ0FnSUNXcTRTa09nEAEF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/412_ChZDSUhNMG9nS0VJQ0FnSUNXcTRTa09nEAE_fake_reviewImageUrls_0.png
,,,Can't beat this place for escape rooms in KC.,Breakout KC Escape Room | River Market,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURBck56dVZREAE,Escape room center,https://lh5.googleusercontent.com/p/AF1QipOBnUGEnigaZnQ1JQHgXavgc2qKz0lhNrVQN5Kv=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOQH0hyu7dLMOU0X-LbQkqf03TtYbwQxWVk_w7q=w256-h256-p-k-no,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBck56dVZREAE!2m1!1s0x0:0xb1ef0fd0aa9b621a!3m1!1s2@1:CIHM0ogKEICAgIDArNzuVQ%7CCgwItMK00AUQwJDBpAE%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJc8Jk9vTwwIcRGmKbqtAP77E,,A Google Maps review about a Escape room center. ###," Attended our first escape room last night and it was a blast! I was hesitant that our group of 6 adults ages 30-55( in age, not maturity)would find the room to be too juvenile for our group, but we all thoroughly enjoyed ourselves. Our Miss Jane room was challenging yet we found a way to escape with 13 seconds left.. Amazing experience, we plan on doing it again soon! ",A Google Maps review about a Escape room center. ###, Great value. 3 warm up rooms. The room assigned us (the Bricks) is the hardest (but worth it). We did 3 timed rooms. Bags were donated. What a great experience. RECOMM, Fun experience and the host is amazing! ,A Google Maps review about a Escape room center. ###, Awesome time! Highly recommend. Cool theme and well put together ,positive,positive,positive,positive,ChZDSUhNMG9nS0VJQ0FnSURBck56dVZREAEF,"A photo of a escape room center taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/413_ChZDSUhNMG9nS0VJQ0FnSURBck56dVZREAE_fake_reviewImageUrls_0.png
,,,Always been my favorite place to go in Denver! I love that they are updating their habitats for the animals to make them more like their natural habitat! Cant wait to go again! I LOVED THE ZOO LIGHTS!! I VLOGGED IT ON OUR YOUTUBE CHANNEL!,Denver Zoo,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNvczZ2RUpREAE,Zoo,https://lh5.googleusercontent.com/p/AF1QipPyR_sgYNcusf5uU0jP54FPXdZSQunORrw8TmxO=w256-h256-p-k-no,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvczZ2RUpREAE!2m1!1s0x0:0x53fd0ed23d876c29!3m1!1s2@1:CIHM0ogKEICAgICos6vEJQ%7CCgwIo_zb4wUQqN34hAM%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," This was a great zoo. They have several buildings and sections especially for birds, reptiles, wildcats and other animals. Inside are the different mammal, amphibian and fish exhibits. They also have gift shops and food concessions. We had a fun morning there. ",A Google Maps review about a Zoo. ###," I didn't realize that the gorilla exhibits would be so busy. Do not go to the orangutan/tiger exhibits when they can see you. I brought my young born & some adults and everyone loved the scenery, feeding  the animals, etc. I recommend to bring a bottle of water. ", Great place for the family. Small zoo but it's a good one. ,A Google Maps review about a Zoo. ###," Had a great time here and so glad we decided to stop by.  Definitely recommend giving this place a visit for families, especially for little ones just getting into nature.  There are informational signs around most of the zoo to tell you about different type of breeds.  There were also peacocks off grazing by what looked like someone’s private property.  Bring cash to keep it convenient transaction wise.  The only thing more fun than seeing the goats is feeding the goats.  I was feeding then with some of their goat food blend and as we walked away, they would run up to us and call to us. From then on we every time they started filming me, we would sneak a little treat for our four legged friends. ",positive,negative,positive,neutral,ChZDSUhNMG9nS0VJQ0FnSUNvczZ2RUpREAEF,"A photo of a zoo taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/414_ChZDSUhNMG9nS0VJQ0FnSUNvczZ2RUpREAE_fake_reviewImageUrls_0.png
,,,"I took my family to the zoo recently. It was a nice day (in the mid 60s). There are plenty of spots to grab a bite to eat and use the restroom which is important with 3 children. A lot of the animals weren't out which was a bummer as they were ones we were excited to see. The bear exhibit is really unique and worth a viewing, even though it was one where the bear wasn't anywhere to be seen. I suggest visiting this zoo if you haven't been or are looking for something to take the kids to do.",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNLbFpxVnBRRRAB,Zoo,https://lh5.googleusercontent.com/p/AF1QipNKccfrpB9QzFRVfxvwzZ52Wlubvnoml5L0bYf1=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipN27yydIdPcS_sQtACiXuIsQiECnJpegAMoiESC=w256-h256-p-k-no,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLbFpxVnBRRRAB!2m1!1s0x0:0x53fd0ed23d876c29!3m1!1s2@1:CIHM0ogKEICAgICKlZqVpQE%7CCgwI5bbUgwYQyMb9uAE%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###, This is a great Zoo! The paths are wide and leave plenty of room for animals to roam and guests to pass. Various events and exhibits are regularly scheduled. The food concessions are varied. The plants and flowers are beautifully arranged and look very natural. Guests of all ages will have a great time. ,A Google Maps review about a Zoo. ###," Always lots of fun for the kids, this spot is rather large so lots to see for the kids and for you folks to walk about. Bigger than I expected and bigger than most other city shelters etc as well. Shelters and caged animals everywhere, lots of ponds and open areas, food and drink sales can be seen everywhere you wish. We picked this up along Cowboy Trail while traveling, great area and we gladly dropped off food and drinks at just about every stop and picked up tons of food and drink at the end of the trail and throughout. Definitely one of the things to do in town and highly recommended "," It was a nice place to bring the kids!  The animals were moving and it was fun to see a giraffe cross the field!  I thought it was kind of pricey, but still nice for the whole family to enjoy. ",A Google Maps review about a Zoo. ###," Quite small, but good enough for a quick visit with the kiddos. This place has a giraffe feeder where you can take pellets right up to them to feed. They are friendly and will come right up to your window to feed. There was a cutesy petting zoo and mini train out front. The petting zoo was nice tho a little limited on the animals. A couple of goats, bunnies, ducks and a chicken. The train is extra $3.95, but cute for the kiddos.
Strollers are $10.00 and regular entrance is $12.00. ",positive,positive,positive,positive,ChdDSUhNMG9nS0VJQ0FnSUNLbFpxVnBRRRABF,"A photo of a zoo taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/415_ChdDSUhNMG9nS0VJQ0FnSUNLbFpxVnBRRRAB_fake_reviewImageUrls_0.png
,,,"We went at 10:30-2ish. We did the online registration the night before. When we got there the entrance was really congested, but once we got past the first few exhibits the crowds seemed to get a bit better. (I’m sure if we went later in the day there would’ve fewer people.) It was nice to see how much space the elephants in particular had. The gibbons and sea lions were fun to watch! We try to social distance still so we weren’t able to see the penguins. They’re a brand new exhibit this fall. So it makes since that it was the most crowded area.  Overall, our toddler had a blast and I’m glad we rented the $10 “jeep” to navigate the crowds and of course for when her little legs got too tired",Denver Zoo,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ2LTR5TXhnRRAB,Zoo,https://lh5.googleusercontent.com/p/AF1QipMN0P7Xl7xKqHan1jxzRev9f6NE5NrY3IzOpLw=w256-h256-p-k-no,https://lh5.googleusercontent.com/p/AF1QipP2dW5M2e07kF5bwTterhtjbgqRWib1ibzTEhE=w256-h256-p-k-no,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ2LTR5TXhnRRAB!2m1!1s0x0:0x53fd0ed23d876c29!3m1!1s2@1:CIHM0ogKEICAgID6-4yMxgE%7CCgsIgYuXiwYQiK3XDA%7C?hl=en-US,,,,,,,,,,,,,,,,activity,,,,,FAKE,ChIJcY8lIE55bIcRKWyHPdIO_VM,,A Google Maps review about a Zoo. ###," Fantastic Zoo! Lots of animals to see. We came on the first day they were open in the winter, so many of the animals were conserving energy and were not moving very much.  We saw most of the birds and other small creatures.  Had we gone on a warmer day, I think we would have seen more of the bigger animals.  We spent about six and a half hours there, and most of the time was spent walking back and forth through the animal exhibits.  One word of caution: The admission prices are higher during the summer when they are open 7 days a week; buy your tickets on the winter weekend in advance to save $1 each. ",A Google Maps review about a Zoo. ###," Cool place for kids, friendly staff, took pics with Tim around the tiger section.  Can eat next door at Strawbale Cafe very reasonably priced. ", Extremely disappointing experience. The mom nature turnout was disappointing. The walk thru exhibit was fenced off and blockaded by construction equipment and what appeared to be a car.  There was trouble leaving animal enclosures to feed the animals.  The keeper didn't pay attention. I had to wait on the porch due to the train track to signal with nowhere to sit. ,A Google Maps review about a Zoo. ###, Great Zoo. It is kept up nice and many of the animals seemed well taken care of 👍. Also it is a lot larger than I had been expecting and we were well worn out by the end of the day. REally nice place to take your kids or grandkids so they get to see some nice things. ,neutral,positive,negative,positive,ChdDSUhNMG9nS0VJQ0FnSUQ2LTR5TXhnRRABF,"A photo of a zoo taken by a photograph visitor. The shot is taken with a Canon EOS 5D Mark IV camera and a 40mm f/1.8 lens, hyper detailed, Super-Resolution, UHD, DTM, HDR, 8K --ar 4:3 --q 2, on Tripadvisor.com in 2022",https://raw.githubusercontent.com/MichaelSeitz98/seminararbeit_review_detection/main/02_Images/fake_image_url_0/416_ChdDSUhNMG9nS0VJQ0FnSUQ2LTR5TXhnRRAB_fake_reviewImageUrls_0.png
