stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt,text_gpt3_v2,prompt_v3
,,,"Nice rooms and quiet place, although the breakfast is included I would not recommend the fried eggs and bacon as it was extremely greasy, I would of gone for the pancakes I’d known",Best Western Colorado River Inn,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQweEt1eHhRRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###," Really enjoyed my time there, I didn't spend much time by or at the pool, but it was very peaceful. The location is ideal. This time of year few people staying, so it seemed like it was all mine! ",A Google Maps review about a Hotel. ###
,,,It's the shiZnet's!,Best Western Colorado River Inn,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNvLWFiVjlBRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###," Great location next to Universal Studios entrance.  Really nice rooms, loved th comfort of the bed.  One of the best qualities was the quality of the air conditioner! Kept the room so comfortable and great sleep!  Checkout was really easy!  Would recommend it! ",A Google Maps review about a Hotel. ###
,,,Best option in town with a free breakfast next door.  Trains are ever present.,Best Western Colorado River Inn,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURnbTdDQlNREAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###," Great food, great service, great ambiance. Frankly, I can't imagine a bad experience here in any of those categories.
If we lived in Atlanta we definitely would be regular customers and regulars at the restaurant. ",A Google Maps review about a Hotel. ###
,,,We were on a road trip from wa to tx and this was by far the best hotel we stayed at ! Very clean and amazing swim area. The front desk ppl were also very nice and tried their best to make us comfortable.,Best Western Colorado River Inn,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNnMWVQS19RRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###, Great place to watch a Game. Good food and drink. Our waiter Ron was outstanding. He made us feel important even though we only had the tab for two. Great service. ,A Google Maps review about a Hotel. ###
,,,"Here’s the good and the bad and the very bad.

The good: The front desk staff who checked us in was very nice, the front office is very nice, and the shower was very nice. Get the picture?

The bad: this is an old motel that needs updating. The carpets are ripped, the sofa is ripped and covered up with a coverlet rather than replacing it, there is a mirror in front of the sofa rather than a TV to look at, and the bed is old and sagging in the middle. And this is an executive suite!Figure that out. Just look at the pictures.

The very bad: we booked a King executive suite. We were told that someone had already taken that suite and extended their stay. Instead of telling them that we had a reservation and that the motel could move them to another room, we were told that we would be moved to another room. We were given a queen executive suite. No discount. No offer of points. Just a “sorry, we can’t guarantee a room.”  When we complained, the manager was quite generous (please note that is sarcasm) by giving  us a whole 500 points. Wow-wee!

The very very bad: And they have the nerve to charge over $200 for the room.

PS The microwave was unplugged and that was because it didn’t work, which I reported to the morning clerk. They don’t serve breakfast in the motel. You have to go next door to the restaurant and the tip is not included. But honestly, we wished we had skipped breakfast because the cook must’ve had a bad morning and most of the food was not cooked enough - runny eggs although ordered fried hard, hash browns hard on one side/soft on the other, the same with the English muffin.

Recommendation? Try another hotel/motel in the area if you can.",Best Western Colorado River Inn,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURlNnNmb1FBEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###," Nice accommodations. Great amenities and friendly staff. Hotel is connected to a mediocre restaurant and a mediocre lounge, neither of which are great substitutes for going out and experiencing the DC food scene. Not worth the added cost of adding an overnight to your visit to DC. ",A Google Maps review about a Hotel. ###
,,,Room was a bit dated. The pool area was very nice and had a hot tub and a sauna. Pool is heated to 83 degrees october thru may and hot tub is heated to 105 october thru may. Pet friendly rooms. A cute little dog park. Breakfast was pretty good at the resteraunt next door.,Best Western Colorado River Inn,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURJaTZUREpREAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###, Nice hotel right on the beach! ,A Google Maps review about a Hotel. ###
,,,Awesome hotel. Clean & very nice rooms! Beds were comfortable too!! Denise at the front desk was a complete pleasure to talk to. We will definitely be back.,Best Western Colorado River Inn,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQwX1AzQnV3RRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###, I really liked this hotel. The staff were friendly and the breakfast was great. The beach was right there and perfect. I liked that our room had a view of the ocean. The only thing is I wish the bath tub had a grab bar but otherwise it was perfect. I would come back. ,A Google Maps review about a Hotel. ###
,,,"This place is wickedddd, good price too",Quest Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNobE1xdTd3RRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," Great people, and great service. Will come back again. ",A Google Maps review about a Motel. ###
,,,"An absolutely wonderful stay at this clean motel.

I am paranoid about travelling due to the current pandemic, but I didn’t have a worry in the world with how spotless and clean this room was. Felt comfortable, and like home. No dirt, dust bunnies ANYWHERE.

Check in was fast an efficient. This motel could be charging way more than they are for the quality of rooms they provide.

The rooms had pots, pans, dishes, utensils, and whatever else you could need to make yourself a quick meal if you didn’t feel like going out to a nearby restaurant.

The bed was comfy, which is a rare find in most motels. They also has 3 different mattress protectors on the mattress itself, all extremely clean. They provide an additional blanket on top of the shelf as well.

I was also extremely grateful for the working air conditioner, another rare find in motels.

If you are making a cross country drive like I was, I highly recommend planning to stop here for a good nights rest.

(Also I greatly appreciated the little cat feet socks on the chair legs, just adorable.)",Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM4b29EZ093EAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," Nice location. Close to an abundant amount of restaurants and bars. Lots of activities along the main streets. The price was also great. The rooms looked nice but smelled a bit like smoke and needed a deep cleaning. A 2 star review because the owner and staff were not present to receive our payment, they had a lock box. A bit unsettling knowing you have to discreetly drop payment in a lock box when trying to avoid individuals coming in and out all hours of the night to know how much you paid, which could be total discretion from what other guests have spoken of, it sounds sketchy. ",A Google Maps review about a Motel. ###
,,,"I was a bit leary as I drove in and saw the outside of the motel, but I was in for a nice surprise.  The rooms were nice and well kept.  The bed was very comfortable with soft sheets and blankets.  The pillows were so nice and fluffy.  There was a roomy refrigerator, small microwave, and coffee maker.  I would definitely stay there again.",Quest Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNRb05qRnBRRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," All I can say is WOW!!! The staff is friendly and amazingly helpful, even at ungodly early hours of the morning! The rooms are exceptionally clean...you'd think they were sterilized! And, to top it all off, they rent out fully loaded studio E6400 Honda Accords!!!!
I will be staying here whenever I am in the area ",A Google Maps review about a Motel. ###
,,,Clean. Small TV. Old microwave that could not be run at same time as the coffee maker or you'd trip the breaker.,Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNLbEtYN0p3EAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," The west lodging was very clean and had all the amenities a traveling couple needed.  The staff were super friendly and very helpful.  There is free breakfast until 10 am, but we missed out on that. ",A Google Maps review about a Motel. ###
,,,Great nights sleep! super clean and beds so comfy. They have two covered propane bbq areas with plenty of tables/seating.,Quest Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURjbS03Si1nRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###, Big room. Clean bathroom. TV with HBO. Perfectly priced. And we got help unloading the car. ,A Google Maps review about a Motel. ###
,,,"Very nice place. Beautifully renovated rooms, clean and warm 👍",Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtcmFMVEl3EAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," Great place with a cabin theme, a pet friendly outdoor dining area, and a complimentary breakfast.
I drove from Dallas to Colorado Springs and stopped here for one night. This place is as quaint as the pictures make it seem. I had no issue with the cabin being clean. ",A Google Maps review about a Motel. ###
,,,"Clean, comfy and roomy but still cost effective.   Very friendly, caring and helpful owners.   Next time im going through Sask ill definitely be sure to stay here.",Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURobWZ6dGN3EAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," This is one of the most amazing places I've been to! The art on the walls and ceilings is fantastic. The rooms are so cute and clean, also a great place for an evening stroll. It's a beautiful little town. ",A Google Maps review about a Motel. ###
,,,Very clean basic motel. Owners were really nice and helpful  Beds are very comfy and got a good night's sleep. Can hear the train whistle which brought back childhood memories,Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN3b2Q2dVVREAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###, I would like to say thanks to Motel 8 Staff members as they are very helpful & kind. The property is well kept & safe. ,A Google Maps review about a Motel. ###
,,,"Arrived to the greatest feeling of welcome I've experienced without being at home: I was walked to my door personally in the freezing night air; I entered a room with stylish modern and clean decor; and every linen and little accent speaks love in creative touches, from the sheet and pillow cases to the cover for the air conditioner.  The shower was enjoyable and the kitchenette handy. We will definitely be returning to this affordable comfortable place.",Quest Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNvcllYRXNnRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," Beautiful,western themed motel. Comfortable nice sized rooms. Bathrooms are dated but clean. Water in the lobby to drink. The pikes pizza next door is great. ",A Google Maps review about a Motel. ###
,,,"the room, beds, bathroom, are very clean, the hostress is very nice",Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM0cU9TbGVnEAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," Good location, nice and clean. ",A Google Maps review about a Motel. ###
,,,"We will be very happy to recommend the Quest Motel in Whitewood, SK. Great beds and pillows, good size TV, fridge, microwave, air conditioner, chairs and table outside each room. Nice big BBQ in the gazebos with tables. Plus a fire pit and quiet location with next to no highway noise.

Very reasonable price. Friendly staff/owners.

Looks like most of the place has been recently renovated.

I would rate it 9/10.",Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURxeHZYRkpnEAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," We arrived late, but upon opening the door, the smell of smoke was awful. My husband went through the whole room and found 9 unemptied ashtrays! Changed rooms and the 2nd room had old make-up, dirty clothes and other stuff in the closet that had been there for a long time. The pillows had hair on them, etc. We went back to the office and my husband kindly told the lady what was going on and she gave us 2 new pillows, but no new pillows for the kids. We all ended up taking pillows from other unoccupied rooms and covered our noses with t-shirts to help with the overwhelming smoke smell. The beds were old and sagged in the middle, but the",A Google Maps review about a Motel. ###
,,,"Stay here, you'll never stay at a more beautiful motel esp at this price. It should really be an inn. Folks that give it less than 5 stars, obv made a mistake. Driving across the country, I wish all motels were like this. Right off the highway, amazing price. If they're fully booked online, just give them a shout. I phoned and they had a room avail last minute. They're open until midnight for check in. USB outlet, microwave, mini fridge (that actually freezes ice packs), coffee maker, and a/c. The details are adorable: embroidery, mini plant, hand soap, cute art to curtains. This is your private air bnb.",Quest Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM2dS0zeVRREAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###," Nice place to rest for the night. Didn't look too closely at the room, but it seemed to be a nice size, clean and had a fridge. ",A Google Maps review about a Motel. ###
,,,Adorable little motel. Very clean.,Quest Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMwdGRhQ2lnRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJS2AcIeh4VIR4eBgjRUt-wQ,,A Google Maps review about a Motel. ###, Good service and they were very helpful and kind ,A Google Maps review about a Motel. ###
,,,"I went there for dinner twice back to back. The first night was crowded so I wanted give them a second try and see if the service gets better, but seriously this place lacks service big time. No greeting and they brought my drink after I was halfway done eating. Place is not very clean either. On my second night most of the buffet items were gone, they wouldn’t refill it and yet charged me full buffet price. Only giving them two stars cause the kitchen does a much better job than the front.",Marhaba Grill,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNFX09pdmRREAE,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###, Ate there for the first time today.  Had the bbq combo platter and was very pleased.  Friendly staff and good food. ,A Google Maps review about a Mediterranean restaurant. ###
,,,"Very certain! Friendly environment:) Great variety, and ver, very tasty !!! Must try!!!",Marhaba Grill,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNCbXN5M013EAE,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###, My fiance and I have been going to this restaurant for years and we absolutely love it! The food is always outstanding and the customer service is great. During the hot summer months they have a special self serve ice cream bar that is always a crowd pleaser with our kids. Will continue to come to this restaurant for years to come! ,A Google Maps review about a Mediterranean restaurant. ###
,,,Great buffet,Marhaba Grill,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ2eWNySV9nRRAB,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###," Excellent food and very friendly service. This place is a hidden gem in Hilliard. The baklava is probably the best I have had in central Ohio. Especially considering the restaurant is located in Hilliard instead of in the city of Columbus.
Outstanding middle eastern restaurant in central Ohio. ",A Google Maps review about a Mediterranean restaurant. ###
,,,"Top notch Mediterranean food and hospitality at a reasonable price. You will love the buffet here, which has items ranging from seafood and kabobs to salad and pastries. The falafel, hummus, and salmon are exceptional. Well-managed, clean, and inviting atmosphere. Very homey and family friendly as well, which comes through in the flavors of the food and the attentiveness of the staff. Compared to Marina and Holy Land, they definitely improve on quality in many ways, as the senior staff have years of experience that imbue the restaurant. We are very lucky to have Marhaba here on Eat Street in Uptown area. Can’t wait to be back.",Marhaba Grill,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURBbFk2OEhREAE,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###, One of the best middle eastern foods I've ever had. Always enjoy eating here 😊 ,A Google Maps review about a Mediterranean restaurant. ###
,,,"Delious food  -and dessert ---
awesome atmosphere
Best price for lunch only  $15...",Marhaba Grill,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN3MHU2bUZREAE,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###," I would call this more middle eastern than Mediterranean but it’s a solid spot. The prices are great and so is the food. The dolmas are some of the best I’ve had in metro Detroit, delicious. They also have a pretty solid kabob to go option which is perfect for dinner with friends and a few beers at home. Make sure to ask for extra tahini sauce on the side with your dolmas and you will be a very happy diner! ",A Google Maps review about a Mediterranean restaurant. ###
,,,"Really great food and very quick service - even on a busy night. Shown in my pictures is the family platter for 2. Immense amount of food! Everything was great. Cool option to be able to get a bit of everything for a reasonable price.

I took my food to go but had a chance to look at the buffet which also looked great. Everything was literally steaming hot and fresh, constantly being refilled. Also fresh fruit and ice cream available.

Will be back for more!",Marhaba Grill,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURNcXFUWXRRRRAB,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###," Wonderful family business. The food is absolutely delicious and priced very fairly. Bowls are around $11 and come with a ton of food! Everything is around $10. You can choose the option to get smaller portions for less money. We went on a Sunday and wait times are from 30-60 minutes. We went at 11a, so there was more availability. Other times, make sure to go early to beat the wait!! It’s great, because they have a hookah lounge and they allow you to sit there and wait, while enjoying an exotic hookah. It’s an Islamic environment, so they do not serve alcohol. It is a cash only place. They also take reservations, which is a nice perk for",A Google Maps review about a Mediterranean restaurant. ###
,,,It's a nice halal place. I like there food. There ifter test really good.,Marhaba Grill,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURRaVp6WFVnEAE,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###," Superb quality, excellent service and delicious food. Highly recommend ",A Google Maps review about a Mediterranean restaurant. ###
,,,"This is our second time having been here! I loved there salad bar. There are a great variety of Arabian (mostly Egyptian) foods. With great sweet cookies and tea! All great to me!
They could have improved there interior design though!",Marhaba Grill,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURXaWV2UTZnRRAB,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###," This is the first time I've eaten here and it will not be my last. The food was hot and delicious and the price can't be beat. The gentleman who took our order was busy and didn't have time to converse with us but it didn't matter. He delivered our food to us and we gobbled it up in no time. He may have been stressed because of Mothers Day but he handled it like a champ. I'd recommend this place, you won't be disappointed. ",A Google Maps review about a Mediterranean restaurant. ###
,,,"Food is amazing, it feels like they want us to have a good time by trying lots of varieties. This is a must visit restaurant",Marhaba Grill,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURJMDdpeldBEAE,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###, Great food and very good prices.  We have been several times and have never been disappointed. ,A Google Maps review about a Mediterranean restaurant. ###
,,,Love love love the food. What an incredible price for all you can eat food. Lamb shank was just perfect. Fish was fall off the bone. Spices were just incredible. Place is not super pretty and ambiance is nonexistent but go for the incredible dishes.  I am still giving it a 5 star and coming back every time I am in the cities.,Marhaba Grill,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN3Ni03WF9BRRAB,Mediterranean restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJKfEBPPUn9ocRfeBZNdB5pMs,,A Google Maps review about a Mediterranean restaurant. ###," Superb range of hot foods, with very friendly and prompt service. An excellent place for lunch – economical, but with a wide selection of halal foods. ",A Google Maps review about a Mediterranean restaurant. ###
,,,"Brunch!!!!!!! Looooooove the Eggs Benedict.
Espresso Martinis are ON point as are all their cocktails I’ve had. Waiters always seem to be sharp and attentive when we visit. The outdoor so-cal dining vibe is really chill and fun.",PUMP Restaurant Lounge,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPbmJXSDJnRRAB,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###," Went here years ago when they had a different name and different ownership. Loved it so decided to come again. I'm so glad I did 🤗 the food is amazing - appetizer, main course and dessert 🥧 I'm drooling thinking of them 😋😋

I did 3 stars on rating because they've expanded the outdoor seating and sadly the air conditioner is not ready to handle the increase

I was sweating like crazy 😩

Ladies have your men take the a/c vents off 😂

Also, you might wanna wear shorts

Edited - it's been 2 or 3 days and I'm still feeling the heat 🤣🤣 Their brunch menu is amazing -",A Google Maps review about a New American restaurant. ###
,,,"Beautiful beautiful patio.  Great cocktails,  the friendliest servers.  Food was great, vegetarian options, red velvet cake!  Make a reservation and go.",PUMP Restaurant Lounge,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNRellUbkV3EAE,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###," This place was a surprise. On one hand, it falls into the category of ‘why would I go to Woodland Hills to check out an unremarkable chain restaurant?’ However it turns out that Le Comte is a high-end outlet of The Pr look and even on a weeknight this place was packed.  From the moment you step into the place, you get a feeling that it is going to be special. From the high ceiling adorned with some pretty stylish lights, ultra airy interior, professional looking staff and the fact that the place looked like it does it no surprise that this place is pricey.  We started off with drinks done the right way with a French 75 and a Mother’s Ruin.  The",A Google Maps review about a New American restaurant. ###
,,,Service was amazing food was delicious drinks were smooth,PUMP Restaurant Lounge,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURFLW9lVHFBRRAB,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###, My husband surprised me with Steak Night at Kellers! I love my husband more and more everyday! lol I had a nice glass of merlot. My husband had the ribeye and I had a bite and it was perfectly cooked and seasoned perfectly. I had the crab cakes appetizer that stole the show! I would give the crab cakes 5 stars alone! The roasted brussel sprout side was pretty tasty also. The atmosphere was very nice and the service was also very good. We will definitely go back! ,A Google Maps review about a New American restaurant. ###
,,,"Came for dinner on Saturday evening.

HOSTS - we came to check in for our reservation at 4:57, we were told that our 5pm table was not ready yet and were asked to wait by the bar. After 10 minutes of no one coming to get us, we went back and asked to be seated.

DRINKS - we got the pink Vanderpump sangria and dirty cowboy, both were good.

FOOD - ordered the Tuna tartare, which was good, but extremely oily. The appetizer came out really fast. For main course we got the Mykonos salad and the Salmon salad, both were average. Brussels sprouts in the Salmon salad tasted burned and unseasoned.

FINAL THOUGHTS - the waiter has asked me to clarify my order three times which was kinda frustrating. I also don’t understand why we couldn’t be seated when we were early to a reservation that the restaurant was extremely empty. When I moved my chair back I bumped into the table behind me which also had a party seated there.

I came for the hype, but I will not be dining here again.",PUMP Restaurant Lounge,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURxbE1ESDlBRRAB,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###," Very underwhelming experience in terms of service, food and beverages. Drinks, warm, not very well prepared (shaken not stirred.., served in plastic cups. The food was edible at best not particularly nice, the crusted shrimp loin was over salted or maybe it was just the 'breading' the greens were under seasoned. Overall the food was just bland and not worth the high costs of the dishes (over $40 each). ",A Google Maps review about a New American restaurant. ###
,,,"Was very impressed with Pump. My friend and I arrived from a day at Universal. We really wanted to make this stop before we headed back East (home). However, we weren’t really dressed to impress, and we also didn’t have time to go back to our hotel and do so (we had to get up super early for our departing flights). But, once arriving at the door, we were greeted with a friendly face and told that we could take a seat anywhere in the lounge. We went straight to the bar and the bartender assisted us immediately. We were very impressed with the service, despite our casual attire. We then took a seat, and we were immediately greeted by a server. He was so friendly! He also consistently checked up on us to make sure we are all set with food and drink. Overall, service and drinks were excellent and I would love to come back again!",PUMP Restaurant Lounge,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURZdmZmNFJREAE,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###," The food was good,but not great.
The business model is that of a buffet that is offered until running out of certain foods.
The worst part is their deceptive business model in charging an 18% SURCHARGE on each guest.
What??
Besides that I had a very unpleasant experience, I would have given it a 3 star, but it's another dishonest business charging an extra 18% surcharge on every guest and thinking that no one would call them out.
You left a bad impression. ",A Google Maps review about a New American restaurant. ###
,,,Gorgeous... Just gorgeous! Expensive but worth it. This is where you come for old fashioned  Hollywood glamour!,Hotel Bel-Air,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNLc2VUTGp3RRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a Hotel. ###, great resort location for beachside living.  wonderful boardwalk view rooms sit a bit low to the ground but are spacious nonetheless.  wonderful restaurants and bars on site for dinner and dinner dates.  wonderful complementary mixed drinks at the beach bar during sunny afternoons.  wonderful swimmable beach wih a charming lifeguard station.  friendly staff.  pricey but worth it. ,A Google Maps review about a Hotel. ###
,,,Fun place to visit in WEHO.,PUMP Restaurant Lounge,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNneXMyNlFREAE,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###," Absolutely lovely experience.  Service was perfect, seating on the outside patio was perfect especially since it's such a nice weekend. Food was delicious. ",A Google Maps review about a New American restaurant. ###
,,,"Wonderful atmosphere, great food, enjoyed the whole experience!",PUMP Restaurant Lounge,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNnak1QQ2NnEAE,New American restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJLUcDYq--woAR-4ky-nun8Bk,,A Google Maps review about a New American restaurant. ###, Food is delicious and presentation is visually stunning.Service is excellent as well. ,A Google Maps review about a New American restaurant. ###
