text,reviewId,url,placeId,categoryName,stars,reviewImageUrls/0,prompt,completion
"I absolutely LOVED the dining experience, decor & atmosphere of PUMP! Went on a whim with some friends and got a table right away. The server was fantastic. I adored the smell of the entire restaurant. The bar and entrance had a wonderful floral scent! The shrimp appetizer & chicken main dish I had was delicious! The background music and look of the restaurant was amazing! Highly recommend this place to anyone in the area.",ChdDSUhNMG9nS0VJQ0FnSUQwMWVidDh3RRAB,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,New American restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMZ3_RWczW2-YWP5r4OzxHJnegfjIE8qGRTsxI=w150-h150-k-no-p,A Google Maps review about a New American restaurant.,"I absolutely LOVED the dining experience, decor & atmosphere of PUMP! Went on a whim with some friends and got a table right away. The server was fantastic. I adored the smell of the entire restaurant. The bar and entrance had a wonderful floral scent! The shrimp appetizer & chicken main dish I had was delicious! The background music and look of the restaurant was amazing! Highly recommend this place to anyone in the area."
"Pump is an excellent restaurant!  My friends and I had our mini Christmas party and we had a great time!  We made reservations a month early, so when we got there, we were seated right away.  The restaurant is really pretty and the decorations are beautiful too! I personally had the shrimp and lobster salad!  O M G!  The best shrimp and lobster salad that I’ve ever had!!! I will definitely go back many times for that amazing salad!!!! ♥️",ChZDSUhNMG9nS0VJQ0FnSURNMHAzWlpBEAE,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,New American restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMZ4QZuzyT_cx2tTQjRk-u5lKyhM2mECVS9wvFk=w150-h150-k-no-p,A Google Maps review about a New American restaurant.,"Pump is an excellent restaurant!  My friends and I had our mini Christmas party and we had a great time!  We made reservations a month early, so when we got there, we were seated right away.  The restaurant is really pretty and the decorations are beautiful too! I personally had the shrimp and lobster salad!  O M G!  The best shrimp and lobster salad that I’ve ever had!!! I will definitely go back many times for that amazing salad!!!! ♥️"
"Another great private party/event my company and other vendors throw for our clients involved in Property Management. We rent out the front bar area. This was our 3rd event we held! AMAZING each time! The staff is outstanding and customer service is on point! Chase assisted us with the event and our kick ass bartenders Kyle & Kevin were the best and made the best cocktails, which allowed our clients to unwind and have a great Happy Hour after a long day of work! We’ll be back for another event and we can’t wait!
Thank you Pump! I highly recommend anyone to host your event at Pump! It’s classy, impressive and a great place to meet people, network and just unwind. 🍾🥂",ChdDSUhNMG9nS0VJQ0FnSUNnd3VyVjd3RRAB,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,New American restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNu6T7q3LytuLHqlmwggHavudp7zBWC0j0AmOQW=w150-h150-k-no-p,A Google Maps review about a New American restaurant.,"Another great private party/event my company and other vendors throw for our clients involved in Property Management. We rent out the front bar area. This was our 3rd event we held! AMAZING each time! The staff is outstanding and customer service is on point! Chase assisted us with the event and our kick ass bartenders Kyle & Kevin were the best and made the best cocktails, which allowed our clients to unwind and have a great Happy Hour after a long day of work! We’ll be back for another event and we can’t wait!
Thank you Pump! I highly recommend anyone to host your event at Pump! It’s classy, impressive and a great place to meet people, network and just unwind. 🍾🥂"
"I expect much more from such a venue. The decor is gorgeous. Service is less then desirable. I actually think they are racist towards us as being Middle Eastern and not WASPs. Got attitude from every member of the staff except the bartender. Food was okay but any penny more then the happy hour price would be extortion for the offerings. Bad service, and not to mention found a giant cockroach run across my foot. I realize its hot and outside as the manager was too insistent to mention but still this is a 5 stat restaurant. Get it together Vanderpump.",ChZDSUhNMG9nS0VJQ0FnSUQweEt6elBREAE,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,New American restaurant,2.0,https://lh5.googleusercontent.com/p/AF1QipPh1cvieVcrKX9KKJgrJEdsAcQO29TG_VQSWsyd=w150-h150-k-no-p,A Google Maps review about a New American restaurant.,"I expect much more from such a venue. The decor is gorgeous. Service is less then desirable. I actually think they are racist towards us as being Middle Eastern and not WASPs. Got attitude from every member of the staff except the bartender. Food was okay but any penny more then the happy hour price would be extortion for the offerings. Bad service, and not to mention found a giant cockroach run across my foot. I realize its hot and outside as the manager was too insistent to mention but still this is a 5 stat restaurant. Get it together Vanderpump."
"Loved this place, food is delicious and service is great. Drinks were a little bit too strong though. We had reservations and we were little more than 30 minutes late, when we arrived they took us in and we were seated right away so we didn't had to wait at all. Restrooms need a little more attention,  they were dirty and stinky no ac no air circulating in there so it was kind off stuffy in there.",ChZDSUhNMG9nS0VJQ0FnSURVLVphVWVREAE,"https://www.google.de/maps/place/PUMP+Restaurant+Lounge/@34.0604001,-118.3866381,13z/data=!4m6!3m5!1s0x80c2beaf6203472d:0x19f0a77bfa3289fb!8m2!3d34.0837453!4d-118.3852852!16s%2Fg%2F11b6wknyj2?hl=en",ChIJLUcDYq--woAR-4ky-nun8Bk,New American restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipO5P9-oZRZiGuaSzry9aTsEcrNEZoLqh5vnsJR_=w150-h150-k-no-p,A Google Maps review about a New American restaurant.,"Loved this place, food is delicious and service is great. Drinks were a little bit too strong though. We had reservations and we were little more than 30 minutes late, when we arrived they took us in and we were seated right away so we didn't had to wait at all. Restrooms need a little more attention,  they were dirty and stinky no ac no air circulating in there so it was kind off stuffy in there."
"A beautiful homey sit down restaurant. A true family ran establishment. The foods pretty good too. Starting off this place has two different salsas options, that’s a huge quality change. You can get mild or hot, most places only have a singular option. Service was golden, waitress was timely, attentive and efficient.",ChZDSUhNMG9nS0VJQ0FnSUNtNTlyNVZ3EAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOUo3zH2PhkN6IgAEognvrmtSj8Z2GuydwzFCML=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"A beautiful homey sit down restaurant. A true family ran establishment. The foods pretty good too. Starting off this place has two different salsas options, that’s a huge quality change. You can get mild or hot, most places only have a singular option. Service was golden, waitress was timely, attentive and efficient."
I have been going to this restaurant for my whole life. The family is amazing and the food is constantly the best American Mexican around. Best hand pinned tacos in town!!!,ChdDSUhNMG9nS0VJQ0FnSUNXOXFQTG1BRRAB,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNju-J4HJoWydsiQrqYRU8rJFIt8VKEs_GfUR8c=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,I have been going to this restaurant for my whole life. The family is amazing and the food is constantly the best American Mexican around. Best hand pinned tacos in town!!!
"The waitstaff is amazing!! Angela is fantastic! And I'll admit the hand pinched taco was tasty! (Beef with parm)  The house frozen margarita was incredibly sweet. Which I like, but the alcohol is very light. And from here on out, just NO.

The waitstaff and busser is the only reason they got 2 stars!

Do not walk, run!  The salsa was interesting. It was okay and had carrot bits in it. Odd, but I like to try new things. I got the spinach dip. The large. The most disgusting dip I've ever had. It tastes like the cheese was the cheapest they could find and I couldn't tell if the spinach was from a can or a cheap frozen brick. Other than that it was beyond bland. There was an odd taste I've had before but I couldn't even eat 1/8 without the margarita. (And sadly I will gorge on cheese dip.) So, no to the salsa, no to the spinach cheese dip, and the chips are eh. The frozen margarita, was really weak, definitely not worth $6, but sweet if that's how you like it. I do. 😊 The pinched taco... okay, I really enjoyed that! The waitstaff - someone needs to poach them!!! This place doesn't deserve them.

Edit:
The frozen margarita,  I still stand by that it is sweet, but I have more of a buzz than I realized. So the alcohol's just kind of hidden.  I will say I would indulge in another frozen Margarita here.

The ""busser"" I referred to, come to find out, is the manager. Not expected, but he was a hard worker, great personality, friendly, and very welcoming.

I will admit, he said several people commented on the dip saying it tasted weird and took it off no issues or real questions.

I personally don't plan on coming back. But if they were slow and I was bored and wanted to chat with the staff, I would eat a taco and have a margarita. If you live close by, and love to support Mom and Pop places as I do, I say give it a try and leave your experience on here. Maybe I just caught them on a really off day. Or maybe I'm a little spoiled. 🤷‍♀️",ChdDSUhNMG9nS0VJQ0FnSUR1bHJUSV9RRRAB,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,2.0,https://lh5.googleusercontent.com/p/AF1QipM72AmD5OqeldlbLH42IE29K9ydn28fngCmEGQd=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"The waitstaff is amazing!! Angela is fantastic! And I'll admit the hand pinched taco was tasty! (Beef with parm)  The house frozen margarita was incredibly sweet. Which I like, but the alcohol is very light. And from here on out, just NO.

The waitstaff and busser is the only reason they got 2 stars!

Do not walk, run!  The salsa was interesting. It was okay and had carrot bits in it. Odd, but I like to try new things. I got the spinach dip. The large. The most disgusting dip I've ever had. It tastes like the cheese was the cheapest they could find and I couldn't tell if the spinach was from a can or a cheap frozen brick. Other than that it was beyond bland. There was an odd taste I've had before but I couldn't even eat 1/8 without the margarita. (And sadly I will gorge on cheese dip.) So, no to the salsa, no to the spinach cheese dip, and the chips are eh. The frozen margarita, was really weak, definitely not worth $6, but sweet if that's how you like it. I do. 😊 The pinched taco... okay, I really enjoyed that! The waitstaff - someone needs to poach them!!! This place doesn't deserve them.

Edit:
The frozen margarita,  I still stand by that it is sweet, but I have more of a buzz than I realized. So the alcohol's just kind of hidden.  I will say I would indulge in another frozen Margarita here.

The ""busser"" I referred to, come to find out, is the manager. Not expected, but he was a hard worker, great personality, friendly, and very welcoming.

I will admit, he said several people commented on the dip saying it tasted weird and took it off no issues or real questions.

I personally don't plan on coming back. But if they were slow and I was bored and wanted to chat with the staff, I would eat a taco and have a margarita. If you live close by, and love to support Mom and Pop places as I do, I say give it a try and leave your experience on here. Maybe I just caught them on a really off day. Or maybe I'm a little spoiled. 🤷‍♀️"
"Arrived for an early dinner and had hot fresh chips right out of the fryer with white queso and when they say large they mean large. Ordered the tacos and they did not disappoint, sometimes considered puffy tacos. These were deep-fried shells with your choice of cheese shredded cheddar or parmesan or both if you like.",ChZDSUhNMG9nS0VJQ0FnSUNLdjVTUkt3EAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNTYfSKVLgnzWu_UT8DDwATny9Bzu7KPLTTKV4=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"Arrived for an early dinner and had hot fresh chips right out of the fryer with white queso and when they say large they mean large. Ordered the tacos and they did not disappoint, sometimes considered puffy tacos. These were deep-fried shells with your choice of cheese shredded cheddar or parmesan or both if you like."
Amazing food. Amazing service. This is my new breakfast spot. Chips and hot sauce before breakfast get me going for the day. And Larry is one of the nicest people ever. He's has such a great spirit. You can't go wrong eating the food here.,ChZDSUhNMG9nS0VJQ0FnSURZLXBXMmZBEAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipPCZWXs_F_TU7UYT1Qwewbak9T5395qi5YEAfm3=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,Amazing food. Amazing service. This is my new breakfast spot. Chips and hot sauce before breakfast get me going for the day. And Larry is one of the nicest people ever. He's has such a great spirit. You can't go wrong eating the food here.
"I haven't eaten here in over 20 years. But I grew up in the northland & decided to get some take out tonight for the nostalgia. I just picked it up 10 minutes ago & look at it! Have you ever seen a more disgusting box of food? Burnt beans, burnt rice & stadium nacho cheese? That's supposed to be a burrito, an enchilada, a tostada, beans & rice. Online ordering was fine, staff was nice at pickup, but the food is completely inedible. I'm not the type to go back & ask for a refund, but I will never go anywhere near this place ever again. I honestly can't believe they would serve this to people.",ChZDSUhNMG9nS0VJQ0FnSUQ4aDZiUlBREAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,1.0,https://lh5.googleusercontent.com/p/AF1QipNSZXdXIT3Kw35dG9gAK7hB2CHdsfFNTDd-DoQl=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"I haven't eaten here in over 20 years. But I grew up in the northland & decided to get some take out tonight for the nostalgia. I just picked it up 10 minutes ago & look at it! Have you ever seen a more disgusting box of food? Burnt beans, burnt rice & stadium nacho cheese? That's supposed to be a burrito, an enchilada, a tostada, beans & rice. Online ordering was fine, staff was nice at pickup, but the food is completely inedible. I'm not the type to go back & ask for a refund, but I will never go anywhere near this place ever again. I honestly can't believe they would serve this to people."
"Great food and extremely friendly staff.

This place is a Northland treasure that has been around for as long as I can remember.
There is a reason the locals still love it and love going there.",ChZDSUhNMG9nS0VJQ0FnSUNBejh5V1pBEAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOxj46PTJ4cLExO4w20hwo-eW5fu4aiaGGgY6XL=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"Great food and extremely friendly staff.

This place is a Northland treasure that has been around for as long as I can remember.
There is a reason the locals still love it and love going there."
"I didn't hate it, I just felt bad.  It's unfair to compare to Arizona's Mexican food authenticity. At least offer carne asada and corona and don't use nacho cheese to top off  flautas. One more thing,  use sour cream and guacamole as toppings.",ChZDSUhNMG9nS0VJQ0FnSUNBNDRYVk9nEAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,1.0,https://lh5.googleusercontent.com/p/AF1QipO5YFEbqhwYtlUYDX4qWGCuiNa1K-EJX6lo9lna=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"I didn't hate it, I just felt bad.  It's unfair to compare to Arizona's Mexican food authenticity. At least offer carne asada and corona and don't use nacho cheese to top off  flautas. One more thing,  use sour cream and guacamole as toppings."
"Love the decor brings me back to my childhood, late 70s early 80s friendly staff good food reasonable price for the amount,",ChZDSUhNMG9nS0VJQ0FnSURveEpXTEV3EAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNtjk0a7-0xqgvFZ5JstbZmEOA3-uqe-bWMlGL5=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"Love the decor brings me back to my childhood, late 70s early 80s friendly staff good food reasonable price for the amount,"
small family restaurant. delicious food. great service. love it.,ChZDSUhNMG9nS0VJQ0FnSURBc2N6M0Z3EAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipML1RT8j0JeSatPgfa5g0e7vsiNVy9no2jjRM3Z=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,small family restaurant. delicious food. great service. love it.
My family has been going here for 40 years!  Wonderful little hole in the wall Mexican restaurant. Building is very simple but the food is spectacular!   Their crunchy tacos and burritos with Mexican spread is a must try!  They also have the best fried ice cream in town!  Give this place a shot!,ChdDSUhNMG9nS0VJQ0FnSUM0anJHMGlBRRAB,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOMxvl3BOtHJhjL5IX_LZqzf5CP5ieZB0Yj9fJL=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,My family has been going here for 40 years!  Wonderful little hole in the wall Mexican restaurant. Building is very simple but the food is spectacular!   Their crunchy tacos and burritos with Mexican spread is a must try!  They also have the best fried ice cream in town!  Give this place a shot!
Super busy on Tuesday love the servers great tacos enchiladas burritos drinks etc,ChZDSUhNMG9nS0VJQ0FnSURNemV2MVNnEAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMewDrhwwuTpgva2eJ-i9tdzp742I0XgNlWuISc=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,Super busy on Tuesday love the servers great tacos enchiladas burritos drinks etc
"Larry, we missed you! Had a nice early dinner, and I'll catch you next time.",ChZDSUhNMG9nS0VJQ0FnSUR5aE5Eb1BREAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOTDnwPbASURN8udZr3fAXV249hAqlpviZ2Cg4q=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"Larry, we missed you! Had a nice early dinner, and I'll catch you next time."
It was OK but I found  A tooth pick in my flautas,ChZDSUhNMG9nS0VJQ0FnSURTdmNTaUpREAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,1.0,https://lh5.googleusercontent.com/p/AF1QipMbXIkal9sOlt847uMl81O3EfYoIwVG6Jk3NtsQ=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,It was OK but I found  A tooth pick in my flautas
Great service and great food!,ChdDSUhNMG9nS0VJQ0FnSURpLU82ZDd3RRAB,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipNaOwQNtbYJr5zJeDSYQg2Ny3Q16KKgE1PQbVfj=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,Great service and great food!
It's a nostalgia place for me my son and I go here I used to go here when I was his age 40 years ago,ChZDSUhNMG9nS0VJQ0FnSUNPemVqNUxBEAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipNECLOr5EP4ba196BaJmzCNKgzDQm0iEBmQF421=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,It's a nostalgia place for me my son and I go here I used to go here when I was his age 40 years ago
Best Mexican food in KC,ChZDSUhNMG9nS0VJQ0FnSUMwOVotYlpREAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,4.0,https://lh5.googleusercontent.com/p/AF1QipN-6d_onYPhDv0schaepLfT8Dcp2nfTXPyrfbr4=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,Best Mexican food in KC
You must try!! Simply amazing,ChZDSUhNMG9nS0VJQ0FnSUQtM0xpX0NREAE,"https://www.google.de/maps/place/El+Sombrero+Mexican+Restaurant/@39.1558178,-94.6226482,12z/data=!4m6!3m5!1s0x87c0f8e14c6778e5:0x7a83ab0f7396465d!8m2!3d39.1970678!4d-94.5048943!16s%2Fg%2F1td0y_d5?hl=en",ChIJ5XhnTOH4wIcRXUaWcw-rg3o,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipMrSgqCT-p1DqUVKn5lUdEBUqZZKv6nocvOzJKl=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,You must try!! Simply amazing
"Excellent food and service! The portions are large. The food was hot and fresh! Free chips, salsa, and cheese dip made it an easy wait for our food. We will definitely go back to try other items on the menu!",ChZDSUhNMG9nS0VJQ0FnSURDdzVPVmZBEAE,"https://www.google.de/maps/place/RODEO+MEXICAN+RESTAURANT/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c0843406d06049:0x4e356433ef47806b!8m2!3d39.1174976!4d-94.94028!16s%2Fg%2F1q6n2tdcj?hl=en",ChIJSWDQBjSEwIcRa4BH7zNkNU4,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipP0DRJRdXkjYA1xEPmzI77y-nPlMgdd486A_bEI=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"Excellent food and service! The portions are large. The food was hot and fresh! Free chips, salsa, and cheese dip made it an easy wait for our food. We will definitely go back to try other items on the menu!"
First impression...The host at the door that seated us was rude. The girl that brought our salsa and chips was also unpleasant. The food was ok however I think the menu is misleading. Tacos say it comes with guacamole but when asked was told it was an extra charge. My husband and daughter thought the shrimp tasted like Walmart brand frozen from a bag. The espinaca and salsa were a bit bland. We did enjoy the 5.99 margaritas.,ChZDSUhNMG9nS0VJQ0FnSUNDcnNTRUVREAE,"https://www.google.de/maps/place/RODEO+MEXICAN+RESTAURANT/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c0843406d06049:0x4e356433ef47806b!8m2!3d39.1174976!4d-94.94028!16s%2Fg%2F1q6n2tdcj?hl=en",ChIJSWDQBjSEwIcRa4BH7zNkNU4,Mexican restaurant,2.0,https://lh5.googleusercontent.com/p/AF1QipMLrM5RqUXhb60yWQozH4xyGmhckavCYbzJndAZ=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,First impression...The host at the door that seated us was rude. The girl that brought our salsa and chips was also unpleasant. The food was ok however I think the menu is misleading. Tacos say it comes with guacamole but when asked was told it was an extra charge. My husband and daughter thought the shrimp tasted like Walmart brand frozen from a bag. The espinaca and salsa were a bit bland. We did enjoy the 5.99 margaritas.
"Walked right in and was seated right away. They immediately brought us out chips, salsa and queso. The queso was great and the salsa had a different texture but was good. It’s rare to find places that start you off with free queso. They honestly have the best horchata I’ve had. The food had great flavor and the portions were perfect. The rice was a little dry for my liking, but I typically never eat the rice anyways. Service was great and they had refills ready to go. The pricing was around $10-12 per person, which was well worth it.

Plenty of parking and located right behind Kelly’s, next to the car wash.",ChdDSUhNMG9nS0VJQ0FnSUQ4bk4tbW1RRRAB,"https://www.google.de/maps/place/RODEO+MEXICAN+RESTAURANT/@38.9180532,-95.2268702,10z/data=!4m6!3m5!1s0x87c0843406d06049:0x4e356433ef47806b!8m2!3d39.1174976!4d-94.94028!16s%2Fg%2F1q6n2tdcj?hl=en",ChIJSWDQBjSEwIcRa4BH7zNkNU4,Mexican restaurant,5.0,https://lh5.googleusercontent.com/p/AF1QipOJO00do0M5qYHcImz8gN81-0OMB7bPzkTb1lF9=w150-h150-k-no-p,A Google Maps review about a Mexican restaurant.,"Walked right in and was seated right away. They immediately brought us out chips, salsa and queso. The queso was great and the salsa had a different texture but was good. It’s rare to find places that start you off with free queso. They honestly have the best horchata I’ve had. The food had great flavor and the portions were perfect. The rice was a little dry for my liking, but I typically never eat the rice anyways. Service was great and they had refills ready to go. The pricing was around $10-12 per person, which was well worth it.

Plenty of parking and located right behind Kelly’s, next to the car wash."
